ru,en
арифмометр,arithmometer
беляк,white hare
зазывала,
буерак,gully
шифоньер,wardrobe
преднизолон,
симбиоз,symbiosis
десятиклассник,tenth-form boy
лазурь,azure
аналитик,analyst
таймер,
ломонос,
филология,philology
реструктуризация,
отхождение,
черкес,Circassian
водянка,dropsy
слюнотечение,sialorrhea
гранка,proof
яс,
трамвайчик,
кондитер,confectioner
выразитель,
остеохондроз,
пассажирка,passenger
Kалькутта,
миноносец,torpedo-boat
марганец,manganese
пилотаж,flying
свёртывание,rolling up
иллюзионист,illusionist
льготник,beneficiary
мехмат,
максимовна,
отличница,excellent pupil
привязка,
королёк,goldcrest
советизация,
разлом,breaking
выборка,selection
закаливание,hardening
кикимора,kikimora
топограф,topographer
Мекка,
препинание,
хохолок,a forelock
федерал,
зодчество,architecture
насмешник,scoffer
гололёд,ice covered ground
держатель,holder
самовоспроизводство,
половник,ladle
абсорбция,absorption
рогатина,bear-spear
пьянчужка,sot
всход,
заварушка,
покалывание,prickle
кинематография,cinematography
антология,anthology
ванночка,
экскремент,
штамм,
пожиратель,
сочинительство,writing
маго,
саламандра,salamander
малинник,raspberry-canes
глиссер,speed-boat
сага,saga
синоптик,weather forecaster
головёнка,
аэрозоль,aerosol
бравада,bravado
неуч,ignoramus
пробой,holdfast
стерин,
хрусталик,crystalline lens
зачаток,rudiment
штатив,support
письмоводитель,clerk
самосад,home-grown tobacco
зимовщик,winterer
запятки,footboard
лимфаденит,
просветитель,enlightener
тротил,trotyl
аэростат,balloon (aircraft)
педиатр,pediatrist
богоискатель,
пташка,little bird
верхотура,attic
кобчик,red-footed falcon
бездеятельность,inactivity
шинелька,
противоядие,antidote
прибалт,
детройт,
текинец,
приобщение,
слушок,
драга,drag
нарвал,narwhal
спортсменка,sportswoman
нейтрализация,neutralization
ангола,
пантеон,pantheon
испанка,Spanish woman
самодур,petty tyrant
подзёмок,
автокатастрофа,
карманчик,
кашне,muffler
кали,
баронет,
лучинка,
плексиглас,plexiglass
слезотечение,epiphora
мазила,
подавленность,depression
соавторство,co-authorship
кофейник,coffee-pot
нереальность,unreality
наущение,instigation
благодеяние,good deed
кряхтенье,groaning
наслоение,stratification
незыблемость,firmness
архипова,
маманя,
послушник,novice
джейн,
обхват,girth
туя,thuja
газетёнка,
кронштейн,blacket
святотатство,sacrilege
пион,peony
колер,colour
вовлечение,drawing in
докукин,
параноик,paranoiac
глумление,mockery
звукооператор,sound technician
чародейка,sorceress
халтурщик,hack-worker
баден,
вероломство,perfidy
плоскогорье,plateau
шимпанзе,chimpanzee
перекупщик,second-hand dealer
